time,alt,MN,TRA,Wf,Fn,Nf,Nc,epr,phi,NfR,NcR,BPR,farB,htBleed
3628,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3629.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3630.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3631.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3632.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3633.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3634.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3635.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3636.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3637.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3638.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3639.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3640.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3641.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3642.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3643.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3644.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3645.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3646.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3647.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3648.1,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3649.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3650.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3651.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3652.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3653.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3654.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3655.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3656.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3657.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3658.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3659.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3660.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3661.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3662.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3663.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3664.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3665.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3666.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3667.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3668.2,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3669.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3670.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3671.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3672.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3673.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3674.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3675.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3676.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3677.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3678.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3679.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3680.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3681.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3682.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3683.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3684.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3685.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3686.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3687.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3688.3,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3689.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3690.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3691.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3692.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3693.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3694.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3695.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3696.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3697.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3698.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3699.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3700.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3701.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3702.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3703.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3704.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3705.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3706.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3707.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3708.4,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3709.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3710.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3711.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3712.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3713.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3714.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3715.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3716.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3717.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3718.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3719.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3720.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3721.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3722.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3723.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3724.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3725.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3726.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3727.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3728.5,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3729.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3730.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3731.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3732.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3733.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3734.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3735.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3736.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3737.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3738.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3739.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3740.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3741.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3742.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3743.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3744.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3745.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3746.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3747.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3748.6,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3749.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3750.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3751.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3752.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3753.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3754.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3755.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3756.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3757.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3758.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3759.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3760.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3761.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3762.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3763.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3764.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3765.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3766.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3767.7,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3768.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3769.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3770.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3771.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3772.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3773.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3774.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3775.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3776.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3777.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3778.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3779.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3780.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3781.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3782.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3783.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3784.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3785.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3786.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3787.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3788.8,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3789.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3790.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3791.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3792.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3793.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3794.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3795.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3796.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3797.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3798.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3799.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3800.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3801.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3802.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3803.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3804.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3805.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3806.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3807.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3808.9,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3810,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3811,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3812,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3813,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3814,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3815,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3816,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3817,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3818,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3819,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3820,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3821,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3822,10000,0.25,100,4.6683,45826,2318.8,8776.7,1.2593,45.113,2388,8131.2,8.6012,0.025393,367.87
3823,9977.3,0.24937,100,4.6714,45879,2318.7,8776.9,1.2593,45.118,2387.8,8131.1,8.6013,0.025398,367.9
3824,9954.5,0.24874,100,4.6754,45944,2318.9,8777.5,1.2595,45.123,2387.8,8131.2,8.6002,0.025402,367.95
3825,9931.8,0.24811,100,4.6791,46009,2319,8778,1.2597,45.127,2387.8,8131.2,8.5993,0.025406,367.99
3826,9909.1,0.24747,100,4.683,46074,2319.1,8778.6,1.2599,45.132,2387.8,8131.3,8.5984,0.02541,368.04
3827,9886.4,0.24684,100,4.6868,46139,2319.2,8779.1,1.2601,45.136,2387.8,8131.3,8.5974,0.025414,368.08
3828,9863.6,0.24621,100,4.6906,46205,2319.3,8779.7,1.2603,45.141,2387.8,8131.4,8.5965,0.025419,368.13
3829,9840.9,0.24558,100,4.6944,46270,2319.5,8780.2,1.2605,45.145,2387.8,8131.4,8.5956,0.025423,368.17
3830.1,9818.2,0.24495,100,4.6982,46335,2319.6,8780.8,1.2607,45.149,2387.8,8131.5,8.5947,0.025427,368.22
3831.1,9795.5,0.24432,100,4.7021,46401,2319.7,8781.3,1.2608,45.154,2387.8,8131.5,8.5938,0.025431,368.26
3832.1,9772.7,0.24369,100,4.7059,46467,2319.8,8781.9,1.261,45.158,2387.8,8131.6,8.5929,0.025435,368.31
3833.1,9750,0.24306,100,4.7097,46533,2320,8782.4,1.2612,45.162,2387.8,8131.6,8.592,0.025439,368.36
3834.1,9727.3,0.24242,100,4.7136,46599,2320.1,8783,1.2614,45.167,2387.8,8131.7,8.5911,0.025443,368.4
3835.1,9704.6,0.24179,100,4.7174,46665,2320.2,8783.5,1.2616,45.171,2387.8,8131.7,8.5902,0.025447,368.45
3836.1,9681.8,0.24116,100,4.7213,46731,2320.3,8784.1,1.2618,45.175,2387.8,8131.8,8.5893,0.025451,368.49
3837.1,9659.1,0.24053,100,4.7251,46797,2320.5,8784.6,1.2619,45.18,2387.8,8131.8,8.5884,0.025456,368.54
3838.1,9636.4,0.2399,100,4.729,46864,2320.6,8785.2,1.2621,45.184,2387.8,8131.9,8.5875,0.02546,368.59
3839.1,9613.7,0.23927,100,4.7329,46931,2320.7,8785.7,1.2623,45.188,2387.8,8131.9,8.5866,0.025464,368.63
3840.1,9590.9,0.23864,100,4.7367,46997,2320.8,8786.3,1.2625,45.193,2387.8,8132,8.5857,0.025468,368.68
3841.1,9568.2,0.23801,100,4.7406,47064,2321,8786.9,1.2627,45.197,2387.8,8132,8.5848,0.025472,368.72
3842.1,9545.5,0.23737,100,4.7445,47131,2321.1,8787.4,1.2628,45.202,2387.8,8132.1,8.5839,0.025476,368.77
3843.1,9522.8,0.23674,100,4.7484,47198,2321.2,8788,1.263,45.206,2387.8,8132.1,8.583,0.02548,368.82
3844.1,9500,0.23611,100,4.7523,47265,2321.3,8788.5,1.2632,45.21,2387.8,8132.2,8.5821,0.025484,368.86
3845.1,9477.3,0.23548,100,4.7561,47333,2321.5,8789.1,1.2634,45.215,2387.8,8132.2,8.5812,0.025489,368.91
3846.1,9454.6,0.23485,100,4.76,47400,2321.6,8789.6,1.2636,45.219,2387.8,8132.3,8.5804,0.025493,368.95
3847.1,9431.8,0.23422,100,4.7639,47468,2321.7,8790.2,1.2637,45.223,2387.8,8132.3,8.5795,0.025497,369
3848.1,9409.1,0.23359,100,4.7679,47535,2321.8,8790.7,1.2639,45.228,2387.8,8132.4,8.5786,0.025501,369.05
